date,spring_baseline,robustness_check_early,robustness_check_medium,robustness_check_late
2021-01-01,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0
2021-01-03,0.0,0.0,0.0,0.0
2021-01-04,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,0.0
2021-01-06,0.0,0.0,0.0,0.0
2021-01-07,0.0,0.0,0.0,0.0
2021-01-08,0.0,0.0,0.0,0.0
2021-01-09,0.0,0.0,0.0,0.0
2021-01-10,0.0,0.0,0.0,0.0
2021-01-11,0.0,0.0,0.0,0.0
2021-01-12,0.0,0.0,0.0,0.0
2021-01-13,0.00018955396947497734,0.00018955396947497734,0.00018955396947497734,0.00018955396947497734
2021-01-14,0.0005211964617002787,0.0005211964617002787,0.0005211964617002787,0.0005211964617002787
2021-01-15,0.0010065629752893407,0.0010065629752893407,0.0010065629752893407,0.0010065629752893407
2021-01-16,0.00158858415990007,0.00158858415990007,0.00158858415990007,0.00158858415990007
2021-01-17,0.0022227496160747177,0.0022227496160747177,0.0022227496160747177,0.0022227496160747177
2021-01-18,0.002970561265055736,0.002970561265055736,0.002970561265055736,0.002970561265055736
2021-01-19,0.0038603998733023484,0.0038603998733023484,0.0038603998733023484,0.0038603998733023484
2021-01-20,0.004694892908779229,0.004694892908779229,0.004694892908779229,0.004694892908779229
2021-01-21,0.005497496059167436,0.005497496059167436,0.005497496059167436,0.005497496059167436
2021-01-22,0.006263899880536055,0.006263899880536055,0.006263899880536055,0.006263899880536055
2021-01-23,0.007003708276502541,0.007003708276502541,0.007003708276502541,0.007003708276502541
2021-01-24,0.007735513419454493,0.007735513419454493,0.007735513419454493,0.007735513419454493
2021-01-25,0.008443678184271209,0.008443678184271209,0.008443678184271209,0.008443678184271209
2021-01-26,0.009096928320711278,0.009096928320711278,0.009096928320711278,0.009096928320711278
2021-01-27,0.009703205518304512,0.009703205518304512,0.009703205518304512,0.009703205518304512
2021-01-28,0.010278947227473075,0.010278947227473075,0.010278947227473075,0.010278947227473075
2021-01-29,0.01082310686897659,0.01082310686897659,0.01082310686897659,0.01082310686897659
2021-01-30,0.011356492900652847,0.011356492900652847,0.011356492900652847,0.011356492900652847
2021-01-31,0.011890248313237477,0.011890248313237477,0.011890248313237477,0.011890248313237477
2021-02-01,0.012433730756408985,0.01240953630691121,0.01240953630691121,0.01240953630691121
2021-02-02,0.013001530776047746,0.012921744499841315,0.012921744499841315,0.012921744499841315
2021-02-03,0.013591616777157723,0.01343130546292816,0.01343130546292816,0.01343130546292816
2021-02-04,0.014207497878368402,0.013950285639178266,0.013950285639178266,0.013950285639178266
2021-02-05,0.014856253880423392,0.014476961251019264,0.014476961251019264,0.014476961251019264
2021-02-06,0.015523786745320173,0.015042421858238382,0.015042421858238382,0.015042421858238382
2021-02-07,0.016195382800208942,0.015665998395039953,0.015665998395039953,0.015665998395039953
2021-02-08,0.01685842153072064,0.016321156999506575,0.016321156999506575,0.016321156999506575
2021-02-09,0.017513641698671978,0.017007959235122952,0.017007959235122952,0.017007959235122952
2021-02-10,0.018192502244758553,0.01772634353840439,0.01772634353840439,0.01772634353840439
2021-02-11,0.01889524942291928,0.018476309909350848,0.018476309909350848,0.018476309909350848
2021-02-12,0.019615973138620332,0.019257796784477626,0.019257796784477626,0.019257796784477626
2021-02-13,0.020364954493811167,0.020070927290754183,0.020070927290754183,0.020070927290754183
2021-02-14,0.02113338991017579,0.02091557830121104,0.02091557830121104,0.02091557830121104
2021-02-15,0.02193026765648436,0.021791872942817682,0.021791872942817682,0.021791872942817682
2021-02-16,0.022757249946824525,0.022699688088604637,0.022699688088604637,0.022699688088604637
2021-02-17,0.023613413328925394,0.023639085302056613,0.023639085302056613,0.023639085302056613
2021-02-18,0.02449709558869928,0.024610064583173632,0.024610064583173632,0.024610064583173632
2021-02-19,0.025420670986576396,0.02561262593195571,0.02561262593195571,0.02561262593195571
2021-02-20,0.02636819458001237,0.026646707784918098,0.026646707784918098,0.026646707784918098
2021-02-21,0.027346376788842466,0.027712433269030265,0.027712433269030265,0.027712433269030265
2021-02-22,0.02837294789666814,0.02880967925732273,0.02880967925732273,0.02880967925732273
2021-02-23,0.029453325490145364,0.029938507313280256,0.029938507313280256,0.029938507313280256
2021-02-24,0.030571564626729816,0.031098917436902813,0.031098917436902813,0.031098917436902813
2021-02-25,0.03175586138242651,0.0322909096281904,0.0322909096281904,0.0322909096281904
2021-02-26,0.03301335712146383,0.03351448388714305,0.03351448388714305,0.03351448388714305
2021-02-27,0.034326013742816706,0.03476964021376072,0.03476964021376072,0.03476964021376072
2021-02-28,0.035675362201066964,0.03605637860804345,0.03605637860804345,0.03605637860804345
2021-03-01,0.03711169986323674,0.03737469906999122,0.03737469906999122,0.03737469906999122
2021-03-02,0.03864697004536307,0.03872460159960403,0.03872460159960403,0.03872460159960403
2021-03-03,0.04028455873910594,0.04010608619688186,0.04010608619688186,0.04010608619688186
2021-03-04,0.04201141448570329,0.04151909129834004,0.04151909129834004,0.04151909129834004
2021-03-05,0.04384452880693971,0.04296367846746322,0.04296367846746322,0.04296367846746322
2021-03-06,0.04575545937287126,0.044439909267736194,0.044439909267736194,0.044439909267736194
2021-03-07,0.04772721466171329,0.04594766057218951,0.04594766057218951,0.04594766057218951
2021-03-08,0.049763734736488284,0.04748699394430784,0.04748699394430784,0.04748699394430784
2021-03-09,0.05185319940812864,0.04905790938409121,0.04905790938409121,0.04905790938409121
2021-03-10,0.05402029563401003,0.050660406891539576,0.050660406891539576,0.050660406891539576
2021-03-11,0.05625929801005271,0.052294486466653044,0.052294486466653044,0.052294486466653044
2021-03-12,0.05858171890790073,0.053960148109431554,0.053960148109431554,0.053960148109431554
2021-03-13,0.06096828895683445,0.055657391819875085,0.055657391819875085,0.055657391819875085
2021-03-14,0.06338970393812376,0.057386217597983645,0.057386217597983645,0.057386217597983645
2021-03-15,0.06581561305379817,0.05914662544375731,0.05914662544375731,0.05914662544375731
2021-03-16,0.06809272322688702,0.060938615357195976,0.060938615357195976,0.060938615357195976
2021-03-17,0.07020318104681936,0.06276212577481495,0.06276212577481495,0.06276212577481495
2021-03-18,0.07213251909468436,0.06461727982358371,0.06461727982358371,0.06461727982358371
2021-03-19,0.07389883703499175,0.06650401594001747,0.06650401594001747,0.06650401594001747
2021-03-20,0.07562520027371127,0.06842227256063158,0.06842227256063158,0.06842227256063158
2021-03-21,0.07733795798230604,0.07037211124891071,0.07037211124891071,0.07037211124891071
2021-03-22,0.07905828799952228,0.07235353200485492,0.07235353200485492,0.07235353200485492
2021-03-23,0.08096109218546983,0.07436653482846414,0.07436653482846414,0.07436653482846414
2021-03-24,0.08307936856796254,0.07641111971973838,0.07641111971973838,0.07641111971973838
2021-03-25,0.08542727674848767,0.07848728667867769,0.07848728667867769,0.07848728667867769
2021-03-26,0.08798936429237851,0.08059497414179735,0.08059497414179735,0.08059497414179735
2021-03-27,0.0906405957621544,0.08273430523606667,0.08273430523606667,0.08273430523606667
2021-03-28,0.09332063894278259,0.08490521839800111,0.08490521839800111,0.08490521839800111
2021-03-29,0.09604205278514748,0.08710765206411594,0.08710765206411594,0.08710765206411594
2021-03-30,0.09879732654411229,0.08934166779789571,0.08934166779789571,0.08934166779789571
2021-03-31,0.10152766709176257,0.09160732716282521,0.09160732716282521,0.09160732716282521
2021-04-01,0.10423128908704125,0.09390450703193516,0.09390450703193516,0.09390450703193516
2021-04-02,0.10671562194972174,0.09623333053219477,0.09623333053219477,0.09623333053219477
2021-04-03,0.10911154964833397,0.09859367453663473,0.09859367453663473,0.09859367453663473
2021-04-04,0.11150667702164482,0.10098560060873973,0.10098560060873973,0.10098560060873973
2021-04-05,0.1138343308156946,0.10340910874850978,0.10340910874850978,0.10340910874850978
2021-04-06,0.11623518359308511,0.10586419895594489,0.10586419895594489,0.10586419895594489
2021-04-07,0.11921559501569717,0.10835080966756026,0.10835080966756026,0.10835080966756026
2021-04-08,0.12284143801218897,0.11086906401032545,0.11086906401032545,0.11086906401032545
2021-04-09,0.1271295809773757,0.11341883885727091,0.11341883885727091,0.11341883885727091
2021-04-10,0.13165849873133043,0.11600019577188142,0.11600019577188142,0.11600019577188142
2021-04-11,0.13630937374852975,0.11861313475415698,0.11861313475415698,0.11861313475415698
2021-04-12,0.14124294828759623,0.12125771736758226,0.12125771736758226,0.12125771736758226
2021-04-13,0.14656191024105497,0.12393382048518792,0.12393382048518792,0.12393382048518792
2021-04-14,0.15208747924925792,0.12664150567045862,0.12664150567045862,0.12664150567045862
2021-04-15,0.15761113978943442,0.1293807729233944,0.1293807729233944,0.1293807729233944
2021-04-16,0.16309718504044268,0.13215162224399518,0.13215162224399518,0.13215162224399518
2021-04-17,0.16858427687069114,0.13495405363226093,0.13495405363226093,0.13495405363226093
2021-04-18,0.17409851819770433,0.1377880670881918,0.1377880670881918,0.1377880670881918
2021-04-19,0.17960980447745076,0.140653601048303,0.140653601048303,0.140653601048303
2021-04-20,0.18511068652827825,0.1435507786395639,0.1435507786395639,0.1435507786395639
2021-04-21,0.19053498360410506,0.1464795382984899,0.1464795382984899,0.1464795382984899
2021-04-22,0.19589199179112507,0.14943981846159624,0.14943981846159624,0.14943981846159624
2021-04-23,0.20119008372326105,0.15243174225585227,0.15243174225585227,0.15243174225585227
2021-04-24,0.20648515904464562,0.1554551865542886,0.1554551865542886,0.1554551865542886
2021-04-25,0.2117874988572278,0.15851021292039008,0.15851021292039008,0.15851021292039008
2021-04-26,0.21712117448353638,0.16159688291764127,0.16159688291764127,0.16159688291764127
2021-04-27,0.2227932030219053,0.16471507341907277,0.16471507341907277,0.16471507341907277
2021-04-28,0.22906646055211985,0.16786484598816928,0.16786484598816928,0.16786484598816928
2021-04-29,0.2357568722548458,0.1710462006249308,0.1710462006249308,0.1710462006249308
2021-04-30,0.2427578717380204,0.1742590757658728,0.1742590757658728,0.1742590757658728
2021-05-01,0.24968345595240404,0.17750359453796447,0.17750359453796447,0.17750359453796447
2021-05-02,0.2565502470388734,0.18077969537772112,0.18077969537772112,0.18077969537772112
2021-05-03,0.26337997690753684,0.18408731672165826,0.18408731672165826,0.18408731672165826
2021-05-04,0.2701931461988087,0.187426581696745,0.187426581696745,0.187426581696745
2021-05-05,0.2768733999265548,0.1907973671760121,0.1907973671760121,0.1907973671760121
2021-05-06,0.2834813165597463,0.1941997347229442,0.1941997347229442,0.1941997347229442
2021-05-07,0.29006990225873336,0.19763374590102611,0.19763374590102611,0.19763374590102611
2021-05-08,0.2966778804554096,0.20109927758328836,0.20109927758328836,0.20109927758328836
2021-05-09,0.3032606791868326,0.20459639133321575,0.20459639133321575,0.20459639133321575
2021-05-10,0.30995102932607377,0.20812508715080805,0.20812508715080805,0.20812508715080805
2021-05-11,0.3168434308221895,0.2116853650360654,0.2116853650360654,0.2116853650360654
2021-05-12,0.3239685422905741,0.21527722498898774,0.21527722498898774,0.21527722498898774
2021-05-13,0.3302333656233813,0.21890066700957517,0.21890066700957517,0.21890066700957517
2021-05-14,0.3362882574732685,0.22255562953434285,0.22255562953434285,0.22255562953434285
2021-05-15,0.3422831864890313,0.22624223569026036,0.22624223569026036,0.22624223569026036
2021-05-16,0.3482448096595569,0.22996042391384297,0.22996042391384297,0.22996042391384297
2021-05-17,0.35413705078279495,0.2337101942050906,0.2337101942050906,0.2337101942050906
2021-05-18,0.35955352929606144,0.23749148500051845,0.23749148500051845,0.23749148500051845
2021-05-19,0.36414567274883125,0.24130435786361143,0.24130435786361143,0.24130435786361143
2021-05-20,0.3690732756298789,0.24514881279436943,0.24514881279436943,0.24514881279436943
2021-05-21,0.37380067405859435,0.24902484979279263,0.24902484979279263,0.24902484979279263
2021-05-22,0.37851138878294843,0.2529324688588807,0.2529324688588807,0.2529324688588807
2021-05-23,0.3831676813868036,0.2568716084291491,0.2568716084291491,0.2568716084291491
2021-05-24,0.38746308884318853,0.2608423300670825,0.2608423300670825,0.2608423300670825
2021-05-25,0.3913663369018608,0.2648446953361657,0.2648446953361657,0.2648446953361657
2021-05-26,0.3952213191885073,0.26887864267291406,0.26887864267291406,0.26887864267291406
2021-05-27,0.39910831448721157,0.27294417207732735,0.27294417207732735,0.27294417207732735
2021-05-28,0.40303274038463005,0.27704128354940566,0.27704128354940566,0.27704128354940566
2021-05-29,0.40687073114949196,0.28116991552566434,0.28116991552566434,0.28116991552566434
2021-05-30,0.41066519653065126,0.2853301911330728,0.2853301911330728,0.2853301911330728
2021-05-31,0.41458272731778045,0.28952204880814636,0.28952204880814636,0.28952204880814636
